verdict,verification,company_name,website,domain,city,state,phone,address,rating,review_count,google_verified,window_service,segment,also_does_auto_glass,primary_business,confidence,evidence,duplicate_domain,original_spreadsheet_tab
UNCLEAR,web-searched,Asier services llc.,http://asierservicesllc.site/,asierservicesllc.site,Dallas,TX,+1 214-708-2281,"1531 Duncanville Rd apt1007, Dallas, TX 75211, United States",5.0,6,Yes,,,False,Home improvement / remodeling contractor (not verified),low,"Two differently-worded searches returned no indexed content for asierservicesllc.site or for this business under its listed phone number - only unrelated Dallas remodelers. Google reviews describe general home improvement and water-damaged wall repair, which is not evidence either way on windows.",,Other-Misc
NO,web-searched,Balance de Terra LLC,http://www.balancedeterra.com/,balancedeterra.com,Dallas,TX,+1 972-613-8833,"4810 Philip Ave, Dallas, TX 75223, United States",5.0,30,Yes,,,False,"Custom fencing, gates and outdoor living (decks, patios, pergolas)",high,"balancedeterra.com/services-9 - 'custom fencing and outdoor living services in Dallas-Fort Worth, including wood, iron, gates, patios, pergolas, decks, and staining... covered patios, outdoor kitchen integration, retaining walls, flower beds, fence staining.' No window work.",,Other-Misc
NO,web-searched,Barking Hound Village - Dallas,https://www.bhvtexas.com/,bhvtexas.com,Dallas,TX,+1 214-350-8811,"5922 Cedar Springs Rd, Dallas, TX 75235, United States",4.9,169,Yes,,,False,Foundation repair and drainage contractor,high,"bedrockfoundationrepair.com/foundation-repair-services - 'concrete slab, pier and beam, or frame foundations... Double-Pier Press Piling Systems, Drilled Steel Piers, Mudjacking, french drains, house leveling, engineering services, drainage solutions.' Foundation-only = excluded.",,Other-Misc
NO,web-searched,Bedrock Foundation Repair LLC,https://bedrockfoundationrepair.com/,bedrockfoundationrepair.com,Dallas,TX,+1 214-824-1211,"1018 Fletcher St, Dallas, TX 75223, United States",4.3,131,Yes,,,False,"Dog boarding, daycare and bathing",high,"bhvtexas.com - 'the ultimate boutique dog hotel in Dallas, offering unrivaled dog boarding and dog daycare services... day packages, overnight boarding, bathing services.' Not a construction or glass business.",,Other-Misc
NO,web-searched,Bighorn Iron Doors,https://bighornirondoors.com/?utm_campaign=gmb,bighornirondoors.com,Garland,TX,+1 469-402-2458,"2306 Sherwin St, Garland, TX 75041, United States",4.6,71,Yes,,,False,Wrought iron and steel door manufacturer/distributor that also installs doors,medium,"Two searches. bighornirondoors.com - 'the leading distributor of iron and steel French doors in the United States... custom-made and unique wrought iron doors, iron double entry doors, iron single front doors, iron french doors, iron pivot doors'; 'a leader in manufacturing and installing custom iron doors'. Product range is doors only (glass appears as dual-pane inserts within the doors); no iron/steel windows found. Door-only company = excluded.",,Other-Misc
NO,web-searched,Bimmer Connection llc,https://www.bimmerconex.com/,bimmerconex.com,Dallas,TX,+1 469-207-8323,"1835 Empire Central Dr Ste:J, Dallas, TX 75235, United States",5.0,105,Yes,,,False,BMW and Mini Cooper auto repair shop,high,"bimmerconex.com - 'a certified mechanic repair shop in Dallas specializing exclusively in the repair and servicing of BMW and Mini Cooper vehicles... brake and tire maintenance, diagnosis, oil changes, battery checks, routine maintenance, and car detailing.' No glass or building work.",,Other-Misc
NO,web-searched,BlueCyclone Window A/C Services,https://www.facebook.com/BlueCyclone-Handyman-Services-110902136913763/,facebook.com,Dallas,TX,+1 214-228-4363,"6423 S R L Thornton Fwy, Dallas, TX 75232, United States",3.6,5,Yes,,,False,Window air-conditioning unit service and repair (handyman services),medium,"Two searches found no indexed website (Facebook page 'BlueCyclone Handyman Services'). The business name and the Google review both describe window A/C UNITS (air conditioners), not windows: 'I brought in a 20 year old window unit that had never been serviced and was blowing warm air... Same day service and air blows cold.' HVAC appliance repair = excluded.",YES,Other-Misc
YES,web-searched,Burglar Bars in Dallas,https://www.burglarbarsindallas.com/,burglarbarsindallas.com,Dallas,TX,+1 214-340-0078,"9310 Forest Ln #206, Dallas, TX 75243, United States",4.5,4,Yes,"Replacement windows (incl. vinyl replacement windows) sold and installed, alongside burglar bars and security doors",Residential,False,"Custom security doors, burglar bars and replacement windows (trading as AAA Custom Windows, since 1981)",high,"burglarbarsindallas.com / aaacustomwindows.com - 'Dallas-Fort Worth's premier custom security doors, steel storm doors, burglar bars & replacement windows provider since 1981'; customsecuritydoorsandwindows.com/windows/replacement-windows/vinyl. Holds a City of Dallas Home Repair License.",,Other-Misc
NO,web-searched,Certain Levels,http://www.certainlevels.com/,certainlevels.com,,,+1 469-421-8400,,5.0,5,Yes,,,False,"TV mounting, artwork hanging and curtain installation",high,"certainlevels.com: 'Certain Levels provides professional and detail-oriented installation services specializing in TV mounting, artwork hanging, and curtain installation' — no window work",,Other-Misc
NO,web-searched,City Wide Building Services,https://citywidebuildingservices.com/,citywidebuildingservices.com,Dallas,TX,+1 214-358-4547,"425 W Mockingbird Ln, Dallas, TX 75247, United States",4.6,45,Yes,,,False,Commercial building maintenance / high-rise window cleaning,high,"citywidebuildingservices.com/our-services lists 'high rise window cleaning, low rise window cleaning, pressure washing, interior window cleaning, anchor inspection... waterproofing' — cleaning, not glazing",,Other-Misc
NO,web-searched,Commercial,https://martinroofing.us/,martinroofing.us,Dallas,TX,+1 972-200-2744,"1341 W Mockingbird Ln Suit 600W, Dallas, TX 75247, United States",5.0,14,No,,,False,Commercial roofing contractor (TPO/PVC/flat/metal),medium,"martinroofing.us/commercial-roofing: 'specializes in TPO, PVC, and flat roofs, with 18+ years of experience in DFW'; no windows on martinroofing.us. (A separate site martinroofing.best — Martin Family Roofing & Remodeling — does list windows, but it is a different domain/company from the one listed here.)",,Other-Misc
YES,web-searched,CUSTOM SECURITY DOORS / AAA CUSTOM WINDOWS,https://customsecuritydoorsandwindows.com/,customsecuritydoorsandwindows.com,Dallas,TX,+1 214-340-0078,"9310 Forest Ln #206, Dallas, TX 75243, United States",4.7,18,Yes,"Vinyl and aluminum replacement windows and storm windows, single/double hung, professional installation since 1981",Residential,False,Replacement windows and custom security doors / burglar bars,high,"customsecuritydoorsandwindows.com/windows/replacement-windows/vinyl — page title 'Replacement Windows Dallas - Vinyl, Aluminum & Storm Windows'; services list 'Security Storm Doors, Replacement Windows, Burglar Bars in Dallas'",,Other-Misc
NO,web-searched,Da Spot 214 LLC,https://www.daspot214.com/,daspot214.com,Dallas,TX,,"3534 Beall St, Dallas, TX 75223, United States",4.8,135,Yes,,,True,"Automotive window tinting, wraps and detailing",high,"'Da Spot 214 stands out as a premier destination for automotive window tinting in Dallas, Texas'; described as a drop-off shop offering 'window tint, wraps, details, and chrome deletes' — vehicles only",,Other-Misc
NO,web-searched,Dan Handy,https://danhandy.net/,danhandy.net,Dallas,TX,+1 214-991-5692,"2512 Lazydale Dr, Dallas, TX 75228, United States",4.5,68,Yes,,,False,General handyman / small home repair,medium,"danhandy.net service list: 'appliance installation, handyman assembly, handyman cleaning, floor repair, appliance repair, handyman caulking, floor installation, furniture assembly' — no window installation or glass work listed",,Other-Misc
NO,web-searched,DARKLIGHT WINDOW SERVICES,https://darklightwindowservices.godaddysites.com/,darklightwindowservices.godaddysites.com,Dallas,TX,+1 281-698-7365,"12301 N Central Expy, Dallas, TX 75243, United States",3.0,2,Yes,,,False,Commercial/residential window tinting and security film; also gutters,high,"Site headline: 'DARKLIGHT WINDOW SERVICES EXPERT TINTING PROFESSIONALS SINCE 1998' — 'Commercial and Residential Window Tinting and Security Film Services'; later added 'Window Tinting, Seamless Gutter Installations, Gutter Repairs'. Tint/film only, no window install.",,Other-Misc
NO,web-searched,Delightful Designs,http://www.delightfuldesigns.net/,delightfuldesigns.net,,,+1 214-226-7840,,5.0,38,Yes,,,False,"Custom window treatments (shades, shutters, patio screens)",high,"delightfuldesigns.net/services: 'window treatments, motorized shades, motorized patio screens, plantation shutters, and roller shades' — window coverings, excluded by criteria",,Other-Misc
NO,web-searched,Den Defenders Security Doors,https://dendefenders.com/texas/dallas-security-doors/?utm_source=google&utm_medium=gbp&utm_campaign=dallas-security,dendefenders.com,Dallas,TX,+1 214-814-1374,"9959 Royal Ln Unit 10, Dallas, TX 75231, United States",5.0,15,Yes,,,False,Custom security screen doors and security window screens,high,"dendefenders.com/texas/dallas-security-doors: 'design and installation of security screen doors, storm doors, sliding security doors, and security window screens' — doors and screens only",,Other-Misc
NO,web-searched,"Dent Touch, LLC",http://www.denttouch.com/,denttouch.com,Dallas,TX,+1 469-432-8072,"13502 Floyd Cir Ste 103, Dallas, TX 75243, United States",5.0,56,,,,True,Automotive paintless dent repair / vehicle hail damage,high,"denttouch.com/what-is-pdr: 'Dent Touch specializes in paintless dent repair, hail damage, dents, door dings, and body creases' — vehicles only",,Other-Misc
NO,web-searched,DFW Bathroom & Kitchen Solution,http://www.dfwbathandkitchensolution.com/,dfwbathandkitchensolution.com,Dallas,TX,+1 817-697-0335,"4300 MacArthur Ave, Dallas, TX 75209, United States",5.0,98,Yes,,,False,Bathroom and kitchen remodeling,high,"dfwbathandkitchensolution.com: 'By focusing on kitchens and bathrooms, the company maintains a specialized skill set'; site pages are kitchen contracting, kitchen cabinetry, bathroom cabinets — no windows",,Other-Misc
