company_name,website,domain,phone,address,rating,review_count,qualified,window_services,also_vehicle_glass,confidence,evidence,source,site_status,locations,other_phones,other_addresses
The Lock Lab USA,http://thelocklabusa.com/,thelocklabusa.com,+1 512-817-1106,,5,169,NO,no window installation or repair signal on site,False,medium,,site scrape,NO,1,,
The Original Frameless Shower Doors - Fort Lauderdale,https://www.framelessshowerdoors.com/local_franchisee/ft-lauderdale/,framelessshowerdoors.com,+1 954-510-9680,,5,83,YES,building glass replacement; pane glazing work,False,high,cts StayClean® Custom Bathroom Mirrors Painted Glass Backsplash Commercial Glass Residential Glass Services Design Consulting Loyalty Program InstallationEasy® Install and Save Big!,site scrape,YES,1,,
The Shade Store,https://www.theshadestore.com/showrooms/texas/dallas?utm_source=google&utm_medium=organic&utm_content=dallas&utm_campaign=gmb-listing%C2%A0,theshadestore.com,+1 469-619-4942,"4516 McKinney Ave, Dallas, TX 75205, United States",4.2,47,NO,window treatments,False,medium,"The Shade Store: Shades, Blinds, Drapery & Window Treatments .",site scrape,NO,1,,
The Shutter Store of Florida Inc,http://shutterstoreonline.com/,shutterstoreonline.com,+1 954-932-2352,"4308 NE 5th Terrace, Oakland Park, FL 33334, United States",4.4,67,YES,pane glazing work; window product line; window replacement/installation; windows & doors,False,high,How long does impact window installation take?,site scrape,YES,1,,
The Sliding Door Company Fort Lauderdale *Appointments Recommended*,https://www.slidingdoorco.com/ft-lauderdale/,slidingdoorco.com,+1 954-923-7504,"850 NE 13th St A, Fort Lauderdale, FL 33304, United States",4.9,67,NO,no window installation or repair signal on site,False,medium,,site scrape,NO,1,,
The Up and Up Garage Doors - Garage Door Service in Austin Texas,https://theupandupdoors.com/,theupandupdoors.com,+1 512-707-9494,"11203 Ranch to Market Rd 2222, Austin, TX 78730, United States",5,101,NO,no window installation or repair signal on site,False,medium,,site scrape,NO,1,,
The Window Connection,https://dallaswindows.com/,dallaswindows.com,+1 972-951-6120,,5,69,YES,installs/replaces windows; insulated glass unit work; named window styles; pane glazing work; replacement windows; window product line; window replacement/installation; windows & doors,False,high,Window Connection Replacement Windows Dallas .,site scrape,YES,1,,
the window experts,http://www.thewindowexperts.com/about-us/,thewindowexperts.com,+1 214-865-6565,"25 Highland Park Village, Dallas, TX 75205, United States",0,0,YES,installs/replaces windows; named window styles; pane glazing work; replacement windows; window product line; window replacement/installation; windows & doors,False,high,817) 865-1164 English Español Window Brands Products Windows Fiberglass Windows Vinyl Windows Aluminum Replacement Windows Wood Windows Composite Windows Doors Patio Doors French Patio & Entry Doors F,site scrape,YES,1,,
The Window Guys of Texas,https://windowguystx.com/,windowguystx.com,+1 682-842-8489,,5,19,YES,window product line; window replacement/installation,False,high,Window Replacement & Repair | Energy Efficient Windows | Call (888) 685-6268 .,site scrape,YES,1,,
THE WINDOW RANGERS LLC,http://thewindowrangers.com/,thewindowrangers.com,+1 623-414-2899,,5,2,UNRESOLVED,unknown — no indexed content for this domain,False,low,Three searches found no content from thewindowrangers.com and nothing tied to 623-414-2899. Two similarly named but differently domained firms exist — windowrangers.com ('window cleaning ... power was,no usable evidence,UNREACHABLE,1,,
The Window Source of Austin,https://www.windowsourceaustin.com/,windowsourceaustin.com,+1 512-524-9455,"9415 Burnet Rd Ste 309A, Austin, TX 78758, United States",5,0,YES,installs/replaces windows; insulated glass unit work; named window styles; pane glazing work; replacement windows; window product line; window replacement/installation,False,high,s Financing Resources Contact Us Menu Request a Quote Top Quality Free Consultation The #1 Window Replacement Company in Austin Schedule Your Free Home Assessment First Name Last Name Email Phone Send,site scrape,YES,1,,
The Window Source of DFW,https://www.windowsourcedfw.com/,windowsourcedfw.com,+1 469-655-9148,"3216 Commander Dr Ste 101, Carrollton, TX 75006, United States",5,153,YES,installs/replaces windows; named window styles; replacement windows; window product line; window replacement/installation; windows & doors,False,high,Discover custom windows with professional installation and a lifetime warranty.,site scrape,YES,1,,
The Window Source of Miami,https://windowsourcemiami.com/?utm_campaign=gmb,windowsourcemiami.com,+1 754-254-0150,"3708 NW 16th St, Lauderhill, FL 33311, United States",5,28,YES,commercial storefront glazing; installs/replaces windows; named window styles; replacement windows; window product line; window replacement/installation; windows & doors,False,high,ct Window and Door . Replacement Window Company - Impact Window and Door Services window replacement Door Replacement Commercial Projects Partition Wall Our Work Service Area See Our Work About Us Of,site scrape,YES,1,,
The Window Tint Experts,https://thewindowtintexperts.com/?utm_source=google&utm_medium=organic&utm_campaign=google_business_profile,thewindowtintexperts.com,+1 305-748-8946,"6330 N Andrews Ave #282, Fort Lauderdale, FL 33309, United States",5,44,NO,window tint/film; window treatments,False,medium,The Window Tint Experts | South Florida Window Tinting .,site scrape,NO,1,,
Thermal Windows,http://www.thermalwindowsdfw.com/,thermalwindowsdfw.com,+1 214-630-5885,"8808 Empress Row, Dallas, TX 75247, United States",4.6,122,YES,installs/replaces windows; named window styles; replacement windows; window product line; window replacement/installation; windows & doors,False,high,"& Fiberglass Windows and Doors in Dallas, Fort Worth TX – Thermal Windows . Thermal Windows offer vinyl replacement windows, thermal aluminum replacement windows, & fiberglass replacement windows and",site scrape,YES,1,,
Three Strong Restoration,https://threestrongrestoration.com/,threestrongrestoration.com,+1 779-970-1989,,5,8,YES,installs/replaces windows; pane glazing work; window product line; window replacement/installation,False,high,"Decks, doors, and window installation in Rockford and surrounding areas.",site scrape,YES,1,,
Thrive Outdoor Solutions of Austin,https://www.thriveoutdoorsolutions.com/,thriveoutdoorsolutions.com,+1 877-317-1914,"701 Tillery St #12, Austin, TX 78702, United States",4.9,141,NO,no window installation or repair signal on site,False,medium,,site scrape,NO,1,,
Time 2 Shine PPF and Tint Detailing Studio,https://www.dallasppfandceramic.com/,dallasppfandceramic.com,+1 214-377-1577,"2717 Egan Ave, Dallas, TX 75235, United States",5,501,NO,window tint/film,False,medium,"esla wrap, ceramic coating, car paint protection coating, ceramic paint coating, ceramic window tint, ceramic car tint, truck wraps, carbon fiber wrap, custom car wraps, auto pain .",site scrape,NO,1,,
Tint Authority,https://tintauthority.biz/,tintauthority.biz,+1 512-956-2995,"26 Glen Rock Dr, The Hills, TX 78738, United States",5,2,NO,window tint/film,False,medium,pm Contact Us Contact Us Name Email* Send Cancel Our Partners Tint Authority ( Custom Window Film & Graphics ) (512) 956-2995 Copyright © 2020 Tint Authority - All Rights Reserved.,site scrape,NO,1,,
Tint City and Wraps,https://tintcityandwraps.com/,tintcityandwraps.com,+1 954-533-3171,"1050 W Commercial Blvd, Fort Lauderdale, FL 33309, United States",4.9,900,NO,vehicle glass only,True,medium,"Available in full car, sides, fronts, windshield, and panoramic roof packages.",site scrape,NO,1,,
Tint on 7th st,,,,"3508 E 7th St B, Austin, TX 78702, United States",5,4,NO,vehicle window tinting,False,medium,"Yelp 'TINT ON 7TH ST - Austin' listed under Window Tint for Southeast Austin; the tinting business at 3508 E 7th St B, Austin TX 78702 matches the batch address. Tint/film only.",web search,NO_WEBSITE,1,,
Tint World,http://www.tintworld.com/locations/tx/austin-043/,tintworld.com,+1 512-593-5000,"8605 Burnet Rd STE 200, Austin, TX 78757, United States",4.8,665,NO,window tint/film; window treatments,False,medium,Tint World | Automotive Services & Window Tinting Centers .,site scrape,NO,1,,
Tints and Wraps Pitcrew,,,+1 954-348-5650,"2855 W Commercial Blvd, Tamarac, FL 33309, United States",4.9,64,NO,vehicle window tinting and wraps,False,high,"tintfinder.com/places/florida/tamarac/tints-and-wraps-pitcrew/ — Tamarac FL window tinting shop; tint/film only, no window install or replacement.",web search,NO_WEBSITE,1,,
Tints By Medina,https://tintsxmedina.square.site/,tintsxmedina.square.site,+1 779-970-6726,"2013 Harrison Ave, Rockford, IL 61104, United States",5,11,NO,window tint/film,False,medium,Automotive Window Tinting Service Starlight Headliner .,site scrape,NO,1,,
Tintxpress Mobile Tinting,http://tintxpress.square.site/,tintxpress.square.site,+1 512-695-8983,"8201 Cross Park Dr, Austin, TX 78754, United States",4.8,41,NO,window tint/film only,False,medium,,name/review keywords,UNKNOWN,1,,
Tiny Homes ATX,https://www.tinyhomesatx.com/,tinyhomesatx.com,+1 737-208-1055,"8925 FM973, Austin, TX 78719, United States",5,16,NO,no window installation or repair signal on site,False,medium,,site scrape,NO,1,,
Tip Top Window Cleaning LLC,,,+1 512-969-7392,"10413 Snapdragon Dr, Austin, TX 78739, United States",5,5,NO,window cleaning/washing,False,medium,,name/review keywords,NO_WEBSITE,1,,
Titan Armor-Coat Exteriors,http://www.asktitangroup.com/,asktitangroup.com,+1 815-323-5976,"3924 N Alpine Rd, Rockford, IL 61114, United States",3.6,26,NO,window treatments,False,medium,"Damaged screens, and shutters.",site scrape,NO,1,,
Titan Builders Impact Windows Doors and Roofing,https://www.titanbuilders.us/,titanbuilders.us,+1 561-768-4826,"718 NW 8th Ave, Fort Lauderdale, FL 33311, United States",5,50,YES,named window styles; window product line; window replacement/installation; windows & doors,False,high,I recommend them for all your window replacements from our own personal experience.,site scrape,YES,1,,
Titan Siding Windows & Roofing,https://titansiding.com/,titansiding.com,+1 512-944-8029,"12112 Anderson Mill Rd Bldg 11a, Austin, TX 78726, United States",4.9,456,YES,installs/replaces windows; named window styles; replacement windows; window product line; window replacement/installation; windows & doors,False,high,"Austin Siding & Window Installation | Titan Siding, Windows & Roofing .",site scrape,YES,1,,
Tito's Sound,https://titossound.com/,titossound.com,+1 954-709-9236,"3581 W Sunrise Blvd, Fort Lauderdale, FL 33311, United States",4.9,6305,NO,window tint/film,False,medium,"Tito's Sound | Car Audio & Window Tint — Fort Lauderdale, FL .",site scrape,NO,1,,
TJ Window & Door Repair,https://tjwindowrepair.com/?utm_source=omg-gbp&utm_medium=webclick,tjwindowrepair.com,+1 954-765-6316,"784 NE 44th St, Oakland Park, FL 33334, United States",4.9,69,YES,installs/replaces windows; named window styles; window product line; window replacement/installation; windows & doors,False,high,"We’re a fully licensed and insured service provider, offering top-notch window installation, door repair, and glass installation services.",site scrape,YES,1,,
TLV Sliding fort lauderdale,,,+1 954-860-2873,"501 NE 33rd St, Oakland Park, FL 33334, United States",4.9,4969,UNRESOLVED,insufficient signal,False,low,"Two searches found no listing for 'TLV Sliding' at 501 NE 33rd St, Oakland Park FL — results are only other Broward sliding-door repair companies. Cannot tell whether it is door-only (NO) or does glas",no usable evidence,NO_WEBSITE,1,,
TM Pro Service,http://tmproservice.com/,tmproservice.com,+1 954-734-0257,,5,45,NO,no window installation or repair signal on site,False,medium,,site scrape,NO,1,,
Together Exterior & Outdoor Remodeling,https://together-exterior.com/,together-exterior.com,+1 833-400-3760,"1000 E 50th St C, Austin, TX 78751, United States",5,38,YES,installs/replaces windows; named window styles; replacement windows; window product line; window replacement/installation,False,high,Email Full Name Full Name * Email * Phone * Submit Get Your Free Estimate x Window Replacement - Together Exterior & Outdoor .,site scrape,YES,1,,
Toms Touch Window Cleaning,,,+1 512-809-1539,,5,2,NO,window cleaning/washing,False,medium,,name/review keywords,NO_WEBSITE,1,,
Tony's painting and remodeling Llc,http://www.tonyspaintingandremodelingllc.com/,tonyspaintingandremodelingllc.com,+1 214-815-8085,"7544 Marietta Ln, Dallas, TX 75241, United States",4.9,111,NO,Painting and remodeling contractor,False,medium,"tonyspaintingandremodelingllc.com listings — texture, tape & bed, stain, sheetrock, lap siding, interior/exterior painting, wallpaper, specialty painting, trim, tile. No windows.",web research (earlier pass),UNKNOWN,1,,
Top A1 Contracting,http://topa1contracting.com/,topa1contracting.com,+1 833-867-2100,"3701 E State St Unit G, Rockford, IL 61108, United States",4.7,73,UNRESOLVED,"Residential and commercial roofing, siding and gutters",False,low,"topa1contracting.com and /siding/ — 'roof inspections, roof repair, roof replacement, storm damage restoration... gutters, siding and more'. A second search suggested window installation appears on so",no usable evidence,UNKNOWN,1,,
